,concept:name,lifecycle:transition,org:resource,time:timestamp,Activity,Resource,org:group,case:concept:name,case:variant,case:variant-index,case:creator
3401,Completed-Closed,complete,Marcin-Org line A2,2012-02-10 07:05:02+00:00,Completed-Closed,Marcin,Org line A2,1-602316067,Variant 7,7,Fluxicon Disco
3402,Accepted-Wait,complete,Henrik-Org line A2,2011-11-04 07:43:24+00:00,Accepted-Wait,Henrik,Org line A2,1-602316153,Variant 216,216,Fluxicon Disco
3403,Queued-Awaiting Assignment,complete,Henrik-Org line A2,2012-01-03 07:22:34+00:00,Queued-Awaiting Assignment,Henrik,Org line A2,1-602316153,Variant 216,216,Fluxicon Disco
3404,Accepted-In Progress,complete,Barbara-Org line A2,2012-01-03 08:31:31+00:00,Accepted-In Progress,Barbara,Org line A2,1-602316153,Variant 216,216,Fluxicon Disco
3405,Accepted-Wait,complete,Barbara-Org line A2,2012-01-03 08:31:39+00:00,Accepted-Wait,Barbara,Org line A2,1-602316153,Variant 216,216,Fluxicon Disco
3406,Completed-Closed,complete,Barbara-Org line A2,2012-03-30 11:46:28+00:00,Completed-Closed,Barbara,Org line A2,1-602316153,Variant 216,216,Fluxicon Disco
3407,Accepted-Wait,complete,Marcin-Org line A2,2011-11-04 07:44:24+00:00,Accepted-Wait,Marcin,Org line A2,1-602316201,Variant 15,15,Fluxicon Disco
3408,Completed-Closed,complete,Marcin-Org line A2,2012-02-10 07:07:18+00:00,Completed-Closed,Marcin,Org line A2,1-602316201,Variant 15,15,Fluxicon Disco
3409,Accepted-Wait,complete,Marcin-Org line A2,2011-11-04 07:45:46+00:00,Accepted-Wait,Marcin,Org line A2,1-602316215,Variant 33,33,Fluxicon Disco
3410,Accepted-In Progress,complete,Marcin-Org line A2,2012-01-03 07:07:54+00:00,Accepted-In Progress,Marcin,Org line A2,1-602316215,Variant 33,33,Fluxicon Disco
3411,Completed-Closed,complete,Marcin-Org line A2,2012-02-10 07:04:41+00:00,Completed-Closed,Marcin,Org line A2,1-602316215,Variant 33,33,Fluxicon Disco
3412,Accepted-Wait,complete,Marcin-Org line A2,2011-11-04 07:46:53+00:00,Accepted-Wait,Marcin,Org line A2,1-602316249,Variant 15,15,Fluxicon Disco
3413,Completed-Closed,complete,Marcin-Org line A2,2012-02-10 07:02:42+00:00,Completed-Closed,Marcin,Org line A2,1-602316249,Variant 15,15,Fluxicon Disco
3414,Accepted-In Progress,complete,Jenny-Org line G1,2011-11-04 09:27:04+00:00,Accepted-In Progress,Jenny,Org line G1,1-602396115,Variant 3,3,Fluxicon Disco
3415,Accepted-Wait,complete,Jenny-Org line G1,2011-11-04 11:23:05+00:00,Accepted-Wait,Jenny,Org line G1,1-602396115,Variant 3,3,Fluxicon Disco
3416,Completed-Closed,complete,Jenny-Org line G1,2012-05-21 11:49:52+00:00,Completed-Closed,Jenny,Org line G1,1-602396115,Variant 3,3,Fluxicon Disco
3417,Accepted-Wait,complete,Grzegorz-Org line A2,2011-11-04 15:13:21+00:00,Accepted-Wait,Grzegorz,Org line A2,1-602464818,Variant 15,15,Fluxicon Disco
3418,Completed-Closed,complete,Grzegorz-Org line A2,2012-04-23 11:37:01+00:00,Completed-Closed,Grzegorz,Org line A2,1-602464818,Variant 15,15,Fluxicon Disco
3419,Accepted-In Progress,complete,Praveen-Org line C,2011-11-06 08:00:41+00:00,Accepted-In Progress,Praveen,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3420,Queued-Awaiting Assignment,complete,Praveen-Org line C,2011-11-06 08:10:10+00:00,Queued-Awaiting Assignment,Praveen,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3421,Accepted-In Progress,complete,Sameer-Org line C,2011-11-07 07:35:18+00:00,Accepted-In Progress,Sameer,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3422,Queued-Awaiting Assignment,complete,Martin-Org line C,2011-11-07 07:38:14+00:00,Queued-Awaiting Assignment,Martin,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3423,Accepted-In Progress,complete,Michael-Org line C,2011-11-07 08:10:45+00:00,Accepted-In Progress,Michael,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3424,Accepted-Wait,complete,Michael-Org line C,2011-11-07 09:03:58+00:00,Accepted-Wait,Michael,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3425,Accepted-In Progress,complete,Michael-Org line C,2011-11-07 10:45:40+00:00,Accepted-In Progress,Michael,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3426,Queued-Awaiting Assignment,complete,Daniel-Org line C,2011-11-07 10:47:27+00:00,Queued-Awaiting Assignment,Daniel,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3427,Accepted-In Progress,complete,Mikael-Org line C,2011-11-08 09:42:37+00:00,Accepted-In Progress,Mikael,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3428,Accepted-Assigned,complete,Daniel-Org line C,2011-11-09 11:08:35+00:00,Accepted-Assigned,Daniel,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3429,Accepted-In Progress,complete,Mikael-Org line C,2011-11-09 11:09:46+00:00,Accepted-In Progress,Mikael,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3430,Completed-Closed,complete,Mikael-Org line C,2011-11-25 07:39:57+00:00,Completed-Closed,Mikael,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3431,Accepted-In Progress,complete,M Humaira-Org line C,2011-12-07 12:25:46+00:00,Accepted-In Progress,M Humaira,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3432,Queued-Awaiting Assignment,complete,Praveen-Org line C,2011-12-07 12:27:34+00:00,Queued-Awaiting Assignment,Praveen,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3433,Accepted-In Progress,complete,Arun-Org line C,2011-12-07 12:29:22+00:00,Accepted-In Progress,Arun,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3434,Accepted-Assigned,complete,Partha-Org line C,2011-12-07 12:29:55+00:00,Accepted-Assigned,Partha,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3435,Queued-Awaiting Assignment,complete,Martin-Org line C,2011-12-07 12:50:32+00:00,Queued-Awaiting Assignment,Martin,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3436,Accepted-In Progress,complete,Mikael-Org line C,2012-01-22 21:20:26+00:00,Accepted-In Progress,Mikael,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3437,Completed-Closed,complete,Mikael-Org line C,2012-01-22 21:21:04+00:00,Completed-Closed,Mikael,Org line C,1-602870173,Variant 217,217,Fluxicon Disco
3438,Accepted-In Progress,complete,KumarGuru-Org line C,2011-11-07 05:50:44+00:00,Accepted-In Progress,KumarGuru,Org line C,1-603537274,Variant 218,218,Fluxicon Disco
3439,Accepted-Wait,complete,KumarGuru-Org line C,2011-11-07 05:51:29+00:00,Accepted-Wait,KumarGuru,Org line C,1-603537274,Variant 218,218,Fluxicon Disco
3440,Accepted-Assigned,complete,KumarGuru-Org line C,2011-11-07 05:51:56+00:00,Accepted-Assigned,KumarGuru,Org line C,1-603537274,Variant 218,218,Fluxicon Disco
3441,Accepted-Assigned,complete,KumarGuru-Org line C,2011-11-08 13:56:57+00:00,Accepted-Assigned,KumarGuru,Org line C,1-603537274,Variant 218,218,Fluxicon Disco
3442,Accepted-Wait,complete,KumarGuru-Org line C,2012-05-23 11:48:56+00:00,Accepted-Wait,KumarGuru,Org line C,1-603537274,Variant 218,218,Fluxicon Disco
3443,Completed-Closed,complete,KumarGuru-Org line C,2012-05-28 05:16:32+00:00,Completed-Closed,KumarGuru,Org line C,1-603537274,Variant 218,218,Fluxicon Disco
3444,Accepted-In Progress,complete,Tomas-Org line V2,2011-11-07 07:26:58+00:00,Accepted-In Progress,Tomas,Org line V2,1-603563148,Variant 1,1,Fluxicon Disco
3445,Completed-Closed,complete,Tomas-Org line V2,2012-01-09 11:27:06+00:00,Completed-Closed,Tomas,Org line V2,1-603563148,Variant 1,1,Fluxicon Disco
3446,Accepted-In Progress,complete,Ewa-Org line G3,2011-11-07 09:47:29+00:00,Accepted-In Progress,Ewa,Org line G3,1-603708003,Variant 1,1,Fluxicon Disco
3447,Completed-Closed,complete,Ewa-Org line G3,2012-01-30 13:08:22+00:00,Completed-Closed,Ewa,Org line G3,1-603708003,Variant 1,1,Fluxicon Disco
3448,Accepted-In Progress,complete,Anup-Org line C,2011-11-07 10:57:05+00:00,Accepted-In Progress,Anup,Org line C,1-603798757,Variant 1,1,Fluxicon Disco
3449,Completed-Closed,complete,Anup-Org line C,2012-05-23 11:07:40+00:00,Completed-Closed,Anup,Org line C,1-603798757,Variant 1,1,Fluxicon Disco
3450,Accepted-In Progress,complete,Kim-Org line C,2011-11-08 08:01:01+00:00,Accepted-In Progress,Kim,Org line C,1-604432843,Variant 1,1,Fluxicon Disco
3451,Completed-Closed,complete,Kim-Org line C,2012-02-01 08:55:22+00:00,Completed-Closed,Kim,Org line C,1-604432843,Variant 1,1,Fluxicon Disco
3452,Accepted-In Progress,complete,Kim-Org line C,2011-11-08 08:02:33+00:00,Accepted-In Progress,Kim,Org line C,1-604432860,Variant 1,1,Fluxicon Disco
3453,Completed-Closed,complete,Kim-Org line C,2012-02-01 08:55:55+00:00,Completed-Closed,Kim,Org line C,1-604432860,Variant 1,1,Fluxicon Disco
3454,Accepted-In Progress,complete,Kim-Org line C,2011-11-08 08:03:55+00:00,Accepted-In Progress,Kim,Org line C,1-604432887,Variant 1,1,Fluxicon Disco
3455,Completed-Closed,complete,Kim-Org line C,2012-02-01 08:56:20+00:00,Completed-Closed,Kim,Org line C,1-604432887,Variant 1,1,Fluxicon Disco
3456,Accepted-In Progress,complete,J-Org line C,2011-11-08 11:29:53+00:00,Accepted-In Progress,J,Org line C,1-604604928,Variant 3,3,Fluxicon Disco
3457,Accepted-Wait,complete,J-Org line C,2011-11-08 11:54:05+00:00,Accepted-Wait,J,Org line C,1-604604928,Variant 3,3,Fluxicon Disco
3458,Completed-Closed,complete,J-Org line C,2012-01-11 04:34:37+00:00,Completed-Closed,J,Org line C,1-604604928,Variant 3,3,Fluxicon Disco
3459,Accepted-In Progress,complete,Maryse-Org line A2,2011-11-08 12:37:04+00:00,Accepted-In Progress,Maryse,Org line A2,1-604645912,Variant 65,65,Fluxicon Disco
3460,Queued-Awaiting Assignment,complete,Maryse-Org line A2,2011-11-08 12:37:05+00:00,Queued-Awaiting Assignment,Maryse,Org line A2,1-604645912,Variant 65,65,Fluxicon Disco
3461,Accepted-In Progress,complete,Maryse-Org line A2,2011-11-08 12:38:40+00:00,Accepted-In Progress,Maryse,Org line A2,1-604645912,Variant 65,65,Fluxicon Disco
3462,Queued-Awaiting Assignment,complete,Maryse-Org line A2,2011-11-08 12:38:53+00:00,Queued-Awaiting Assignment,Maryse,Org line A2,1-604645912,Variant 65,65,Fluxicon Disco
3463,Accepted-In Progress,complete,Maryse-Org line A2,2011-11-08 12:39:34+00:00,Accepted-In Progress,Maryse,Org line A2,1-604645912,Variant 65,65,Fluxicon Disco
3464,Accepted-In Progress,complete,Maryse-Org line A2,2011-11-08 12:47:11+00:00,Accepted-In Progress,Maryse,Org line A2,1-604645912,Variant 65,65,Fluxicon Disco
3465,Completed-Closed,complete,Maryse-Org line A2,2012-02-01 11:27:13+00:00,Completed-Closed,Maryse,Org line A2,1-604645912,Variant 65,65,Fluxicon Disco
3466,Accepted-In Progress,complete,Maryse-Org line A2,2011-11-08 13:23:20+00:00,Accepted-In Progress,Maryse,Org line A2,1-604646378,Variant 1,1,Fluxicon Disco
3467,Completed-Closed,complete,Maryse-Org line A2,2012-04-12 12:23:47+00:00,Completed-Closed,Maryse,Org line A2,1-604646378,Variant 1,1,Fluxicon Disco
3468,Accepted-In Progress,complete,Stefan-Org line C,2011-11-08 18:21:15+00:00,Accepted-In Progress,Stefan,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
3469,Queued-Awaiting Assignment,complete,Stefan-Org line C,2011-11-08 18:30:30+00:00,Queued-Awaiting Assignment,Stefan,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
3470,Accepted-In Progress,complete,Stefan-Org line C,2011-11-11 06:58:22+00:00,Accepted-In Progress,Stefan,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
3471,Queued-Awaiting Assignment,complete,Amir-Org line C,2011-11-11 07:02:17+00:00,Queued-Awaiting Assignment,Amir,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
3472,Accepted-In Progress,complete,Amir-Org line C,2011-11-11 07:05:40+00:00,Accepted-In Progress,Amir,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
3473,Queued-Awaiting Assignment,complete,Stefan-Org line C,2012-01-04 15:45:39+00:00,Queued-Awaiting Assignment,Stefan,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
3474,Accepted-In Progress,complete,Amir-Org line C,2012-01-04 15:46:03+00:00,Accepted-In Progress,Amir,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
3475,Completed-Closed,complete,Amir-Org line C,2012-01-04 15:49:48+00:00,Completed-Closed,Amir,Org line C,1-604882241,Variant 219,219,Fluxicon Disco
3476,Accepted-In Progress,complete,Henrik-Org line C,2011-11-09 08:17:08+00:00,Accepted-In Progress,Henrik,Org line C,1-605034229,Variant 3,3,Fluxicon Disco
3477,Accepted-Wait,complete,Henrik-Org line C,2011-11-09 08:17:58+00:00,Accepted-Wait,Henrik,Org line C,1-605034229,Variant 3,3,Fluxicon Disco
3478,Completed-Closed,complete,Henrik-Org line C,2012-01-18 12:50:24+00:00,Completed-Closed,Henrik,Org line C,1-605034229,Variant 3,3,Fluxicon Disco
3479,Accepted-Assigned,complete,Kalpesh-Org line A2,2011-11-09 10:04:16+00:00,Accepted-Assigned,Kalpesh,Org line A2,1-605029866,Variant 18,18,Fluxicon Disco
3480,Accepted-In Progress,complete,Sridhar-Org line A2,2011-11-09 10:58:57+00:00,Accepted-In Progress,Sridhar,Org line A2,1-605029866,Variant 18,18,Fluxicon Disco
3481,Completed-Closed,complete,Sridhar-Org line A2,2012-02-22 10:21:10+00:00,Completed-Closed,Sridhar,Org line A2,1-605029866,Variant 18,18,Fluxicon Disco
3482,Accepted-In Progress,complete,Miroslawa-Org line A2,2011-11-09 10:41:22+00:00,Accepted-In Progress,Miroslawa,Org line A2,1-605184371,Variant 220,220,Fluxicon Disco
3483,Accepted-Assigned,complete,Miroslawa-Org line A2,2011-12-09 11:47:46+00:00,Accepted-Assigned,Miroslawa,Org line A2,1-605184371,Variant 220,220,Fluxicon Disco
3484,Accepted-Wait,complete,Miroslawa-Org line A2,2011-12-09 14:06:20+00:00,Accepted-Wait,Miroslawa,Org line A2,1-605184371,Variant 220,220,Fluxicon Disco
3485,Accepted-Assigned,complete,Bartosz-Org line A2,2012-01-13 09:16:22+00:00,Accepted-Assigned,Bartosz,Org line A2,1-605184371,Variant 220,220,Fluxicon Disco
3486,Accepted-In Progress,complete,Bartosz-Org line A2,2012-01-20 05:55:08+00:00,Accepted-In Progress,Bartosz,Org line A2,1-605184371,Variant 220,220,Fluxicon Disco
3487,Accepted-Wait,complete,Bartosz-Org line A2,2012-02-01 11:45:27+00:00,Accepted-Wait,Bartosz,Org line A2,1-605184371,Variant 220,220,Fluxicon Disco
3488,Completed-Closed,complete,Bartosz-Org line A2,2012-04-13 09:10:39+00:00,Completed-Closed,Bartosz,Org line A2,1-605184371,Variant 220,220,Fluxicon Disco
3489,Accepted-In Progress,complete,Timothy-Org line A2,2011-11-09 13:27:59+00:00,Accepted-In Progress,Timothy,Org line A2,1-605279637,Variant 1,1,Fluxicon Disco
3490,Completed-Closed,complete,Timothy-Org line A2,2012-02-15 10:44:42+00:00,Completed-Closed,Timothy,Org line A2,1-605279637,Variant 1,1,Fluxicon Disco
3491,Accepted-In Progress,complete,Gitt-Org line C,2011-11-10 10:46:15+00:00,Accepted-In Progress,Gitt,Org line C,1-605728578,Variant 3,3,Fluxicon Disco
3492,Accepted-Wait,complete,Gitt-Org line C,2011-11-10 10:52:04+00:00,Accepted-Wait,Gitt,Org line C,1-605728578,Variant 3,3,Fluxicon Disco
3493,Completed-Closed,complete,Gitt-Org line C,2012-01-09 12:36:47+00:00,Completed-Closed,Gitt,Org line C,1-605728578,Variant 3,3,Fluxicon Disco
3494,Accepted-In Progress,complete,Amit-Org line C,2011-11-11 03:57:04+00:00,Accepted-In Progress,Amit,Org line C,1-606068287,Variant 221,221,Fluxicon Disco
3495,Queued-Awaiting Assignment,complete,Amit-Org line C,2011-11-11 03:58:52+00:00,Queued-Awaiting Assignment,Amit,Org line C,1-606068287,Variant 221,221,Fluxicon Disco
3496,Queued-Awaiting Assignment,complete,Rafal-Org line C,2011-11-13 04:23:39+00:00,Queued-Awaiting Assignment,Rafal,Org line C,1-606068287,Variant 221,221,Fluxicon Disco
3497,Queued-Awaiting Assignment,complete,Amit-Org line C,2011-12-01 07:16:48+00:00,Queued-Awaiting Assignment,Amit,Org line C,1-606068287,Variant 221,221,Fluxicon Disco
3498,Accepted-In Progress,complete,Sreelesh-Org line C,2012-01-04 13:00:38+00:00,Accepted-In Progress,Sreelesh,Org line C,1-606068287,Variant 221,221,Fluxicon Disco
3499,Accepted-Wait,complete,Sreelesh-Org line C,2012-01-04 13:00:42+00:00,Accepted-Wait,Sreelesh,Org line C,1-606068287,Variant 221,221,Fluxicon Disco
3500,Completed-Closed,complete,Sreelesh-Org line C,2012-02-27 12:26:37+00:00,Completed-Closed,Sreelesh,Org line C,1-606068287,Variant 221,221,Fluxicon Disco
3501,Accepted-In Progress,complete,Björn-Org line C,2011-11-11 14:55:57+00:00,Accepted-In Progress,Björn,Org line C,1-606441115,Variant 3,3,Fluxicon Disco
3502,Accepted-Wait,complete,Björn-Org line C,2012-03-05 12:19:28+00:00,Accepted-Wait,Björn,Org line C,1-606441115,Variant 3,3,Fluxicon Disco
3503,Completed-Closed,complete,Björn-Org line C,2012-03-05 12:20:03+00:00,Completed-Closed,Björn,Org line C,1-606441115,Variant 3,3,Fluxicon Disco
3504,Accepted-In Progress,complete,Vinay-Org line C,2011-11-14 00:21:36+00:00,Accepted-In Progress,Vinay,Org line C,1-606724483,Variant 30,30,Fluxicon Disco
3505,Queued-Awaiting Assignment,complete,Vinay-Org line C,2011-11-14 00:25:05+00:00,Queued-Awaiting Assignment,Vinay,Org line C,1-606724483,Variant 30,30,Fluxicon Disco
3506,Accepted-In Progress,complete,Avishek-Org line C,2011-12-19 14:56:47+00:00,Accepted-In Progress,Avishek,Org line C,1-606724483,Variant 30,30,Fluxicon Disco
3507,Accepted-In Progress,complete,Vinay-Org line C,2012-02-17 09:18:34+00:00,Accepted-In Progress,Vinay,Org line C,1-606724483,Variant 30,30,Fluxicon Disco
3508,Completed-Closed,complete,Vinay-Org line C,2012-02-17 09:18:42+00:00,Completed-Closed,Vinay,Org line C,1-606724483,Variant 30,30,Fluxicon Disco
3509,Accepted-In Progress,complete,Vinay-Org line C,2011-11-14 08:39:18+00:00,Accepted-In Progress,Vinay,Org line C,1-606829317,Variant 5,5,Fluxicon Disco
3510,Queued-Awaiting Assignment,complete,Vinay-Org line C,2011-11-14 08:40:23+00:00,Queued-Awaiting Assignment,Vinay,Org line C,1-606829317,Variant 5,5,Fluxicon Disco
3511,Accepted-In Progress,complete,Avishek-Org line C,2011-12-19 14:57:28+00:00,Accepted-In Progress,Avishek,Org line C,1-606829317,Variant 5,5,Fluxicon Disco
3512,Completed-Closed,complete,Avishek-Org line C,2012-01-04 14:25:13+00:00,Completed-Closed,Avishek,Org line C,1-606829317,Variant 5,5,Fluxicon Disco
3513,Accepted-In Progress,complete,Helena-Org line C,2011-11-14 11:01:10+00:00,Accepted-In Progress,Helena,Org line C,1-606971198,Variant 48,48,Fluxicon Disco
3514,Accepted-In Progress,complete,Helena-Org line C,2011-11-14 11:03:18+00:00,Accepted-In Progress,Helena,Org line C,1-606971198,Variant 48,48,Fluxicon Disco
3515,Accepted-In Progress,complete,Jari-Org line C,2012-03-14 11:25:28+00:00,Accepted-In Progress,Jari,Org line C,1-606971198,Variant 48,48,Fluxicon Disco
3516,Accepted-Assigned,complete,Peter-Org line C,2012-03-14 11:28:01+00:00,Accepted-Assigned,Peter,Org line C,1-606971198,Variant 48,48,Fluxicon Disco
3517,Accepted-In Progress,complete,Peter-Org line C,2012-03-14 12:55:06+00:00,Accepted-In Progress,Peter,Org line C,1-606971198,Variant 48,48,Fluxicon Disco
3518,Completed-Closed,complete,Peter-Org line C,2012-03-14 12:55:07+00:00,Completed-Closed,Peter,Org line C,1-606971198,Variant 48,48,Fluxicon Disco
3519,Accepted-In Progress,complete,Bruno-Org line C,2011-11-14 13:38:06+00:00,Accepted-In Progress,Bruno,Org line C,1-607158761,Variant 21,21,Fluxicon Disco
3520,Accepted-In Progress,complete,Bruno-Org line C,2011-11-14 13:38:49+00:00,Accepted-In Progress,Bruno,Org line C,1-607158761,Variant 21,21,Fluxicon Disco
3521,Queued-Awaiting Assignment,complete,Viktoria-Org line G4,2011-11-17 12:32:14+00:00,Queued-Awaiting Assignment,Viktoria,Org line G4,1-607158761,Variant 21,21,Fluxicon Disco
3522,Accepted-In Progress,complete,Helene-Org line G4,2011-12-13 09:08:38+00:00,Accepted-In Progress,Helene,Org line G4,1-607158761,Variant 21,21,Fluxicon Disco
3523,Completed-Closed,complete,Helene-Org line G4,2012-03-06 13:55:15+00:00,Completed-Closed,Helene,Org line G4,1-607158761,Variant 21,21,Fluxicon Disco
3524,Accepted-In Progress,complete,Mikael-Org line G4,2011-11-15 08:26:37+00:00,Accepted-In Progress,Mikael,Org line G4,1-607520800,Variant 3,3,Fluxicon Disco
3525,Accepted-Wait,complete,Mikael-Org line G4,2011-12-09 11:12:43+00:00,Accepted-Wait,Mikael,Org line G4,1-607520800,Variant 3,3,Fluxicon Disco
3526,Completed-Closed,complete,Mikael-Org line G4,2012-03-19 15:07:06+00:00,Completed-Closed,Mikael,Org line G4,1-607520800,Variant 3,3,Fluxicon Disco
3527,Accepted-In Progress,complete,Rickard-Org line G4,2011-11-15 13:15:57+00:00,Accepted-In Progress,Rickard,Org line G4,1-607840637,Variant 1,1,Fluxicon Disco
3528,Completed-Closed,complete,Rickard-Org line G4,2012-01-27 12:46:02+00:00,Completed-Closed,Rickard,Org line G4,1-607840637,Variant 1,1,Fluxicon Disco
